device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
-13940,Sella Punches,No,Retired concept,,,
-13939,Sella Turcica Surgery Punches,No,Retired concept,,,
-13938,Pituitary Gland Surgery Punches,No,Retired concept,,,
-13937,Ophthalmic Surgery Punches,No,Retired concept,,,
-13936,Eye Surgery Punches,No,Retired concept,,,
-13935,Trabeculectomy Punches,No,Retired concept,,,
-13934,Trabecular Punches,No,Retired concept,,,
-13933,Skin Surgery Punches,No,Retired concept,,,
-13932,Dermal Surgery Punches,No,Retired concept,,,
-13931,Cervical Discectomy Punches,No,Retired concept,,,
-13930,Laminectomy Punches,No,Retired concept,,,
-13929,Vessel Punches,No,Retired concept,,,
-13928,Vascular Surgery Punches,No,Retired concept,,,
-13927,Side-Notch Biopsy Guns,No,Retired concept,,,
-13926,End-Cut Biopsy Guns,No,Retired concept,,,
-13925,Pincer Biopsy Guns,No,Retired concept,,,
-13924,Cast Saws,No,Retired concept,,,
-13923,Surgical Saws,No,Retired concept,,,
-13922,Amputation Saws,No,Retired concept,,,
-13921,Toe Amputation Saws,No,Retired concept,,,
-13920,Finger Amputation Saws,No,Retired concept,,,
-13919,Bone Surgery Saws,No,Retired concept,,,
-13918,"Wire Blade Bone Saws, Manual",No,Retired concept,,,
-13917,"Orthopedic Wire Bone Saws, Manual",No,Retired concept,,,
-13916,"Saws, Surgical, Bone, Manual, Wire Blade",No,Retired concept,,,
-13915,Basic Glove Boxes,No,Retired concept,,,
-13914,Mail Sorting Glove Boxes,No,Retired concept,,,
-13913,Mail Processing Glove Boxes,No,Retired concept,,,
-13912,Isolation Glove Boxes,No,Retired concept,,,
-13911,Controlled Atmosphere Isolation Glove Boxes,No,Retired concept,,,
-13910,Containment Glove Boxes,No,Retired concept,,,
-13908,"Saws, Bone, Manual",No,Retired concept,,,
-13907,"Saws, Bone",No,Retired concept,,,
-13906,"Bone Saws, Rhinoplasty",No,Retired concept,,,
-13905,"Saws, Gigli",No,Retired concept,,,
-13904,Gigli Wire Saw Handles,No,Retired concept,,,
-13903,"Saws, Bone, Sternal",No,Retired concept,,,
-13902,Hand Saws,No,Retired concept,,,
-13901,Aorta/Vein Punches,No,Retired concept,,,
-13900,Antrum Punches,No,Retired concept,,,
-13899,Bone Punches,No,Retired concept,,,
-13898,Liver Punches,No,Retired concept,,,
-13897,Viscerotomes,No,Retired concept,,,
-13896,"Punches, Endoscopic",No,Retired concept,,,
-13895,"Sinks, Hand",No,Retired concept,,,
-13894,Hand Sinks,No,Retired concept,,,
-13893,"Scrub Machines, Surgical",No,Retired concept,,,
-13892,"Information Systems, Data Management, Nurse Triage",No,Retired concept,,,
-13891,Pedicle Screws,No,Retired concept,,,
-13890,Pharmacy Isolators,No,Retired concept,,,
-13889,Antineoplastic Drug Mixing Glove Boxes,No,Retired concept,,,
-13888,Pharmaceutical Product Packaging Glove Boxes,No,Retired concept,,,
-13887,Chemotherapy Drug Processing Glove Boxes,No,Retired concept,,,
-13886,Biohazardous Material Containment Glove Boxes,No,Retired concept,,,
-13885,"Glove Boxes, Negative Pressure Environment",No,Retired concept,,,
-13884,Humidity Level Control Glove Boxes,No,Retired concept,,,
-13883,Oxygen Level/Concentration Control Glove Boxes,No,Retired concept,,,
-13882,"Glove Boxes, Positive Pressure Environment",No,Retired concept,,,
-13881,Laboratory Saws,No,Retired concept,,,
-13880,Rhinoplasty Saws,No,Retired concept,,,
-13879,"Saws, Bone, Rhinoplasty",No,Retired concept,,,
-13878,Nasal Surgery Saws,No,Retired concept,,,
-13877,Crurotomy Saws,No,Retired concept,,,
-13876,"Saws, Bone, Micro",No,Retired concept,,,
-13875,Olivecrona Wire Saws,No,Retired concept,,,
-13874,Spiral Wire Surgical Bone Saws,No,Retired concept,,,
-13873,Twisted Wire Surgical Bone Saws,No,Retired concept,,,
-13872,Gigli Saws,No,Retired concept,,,
-13871,Sagittal Saws,No,Retired concept,,,
-13870,Sternum Surgery Saws,No,Retired concept,,,
-13869,Spinal Saws,No,Retired concept,,,
-13868,Rotary Saws,No,Retired concept,,,
-13867,Manual Saws,No,Retired concept,,,
-13866,"Cast Cutters, Manual",No,Retired concept,,,
-13865,Foley Straps,No,Retired concept,,,
-13864,Cadaver Transport Bags,No,Retired concept,,,
-13863,Intravenous Line Dressing Kits,No,Retired concept,,,
-13862,Central Line Dressing Kits,No,Retired concept,,,
-13861,"Skin Prep Razors, Protective, Disposable",No,Retired concept,,,
-13860,"Cast Cutters, Pneumatic",No,Retired concept,,,
-13859,Pneumatic Saws,No,Retired concept,,,
-13858,Reciprocating Saws,No,Retired concept,,,
-13857,Oscillating Saws,No,Retired concept,,,
-13856,"Cast Cutters, Electric",No,Retired concept,,,
-13855,Electric Saws,No,Retired concept,,,
-13854,Plaster Cast Cutters,No,Retired concept,,,
-13853,"Cutters, Cast",No,Retired concept,,,
-13852,Cast Cutters,No,Retired concept,,,
-13851,"Punches, Aorta",No,Retired concept,,,
-13849,"Punches, Ear",No,Retired concept,,,
-13848,"Punches, Ear/Nose/Throat",No,Retired concept,,,
-13847,Postmortem Punches,No,Retired concept,,,
-13846,"Punches, Dermal",No,Retired concept,,,
-13845,"Punches, Bone",No,Retired concept,,,
-13844,Lung Trephines,No,Retired concept,,,
-13843,"Trephines, Lung",No,Retired concept,,,
-13842,Liver Trephines,No,Retired concept,,,
-13841,"Trephines, Liver",No,Retired concept,,,
-13840,Kidney Trephines,No,Retired concept,,,
-13839,"Trephines, Kidney",No,Retired concept,,,
-13838,Soft Tissue Trephines,No,Retired concept,,,
-13837,"Trephines, Soft Tissue",No,Retired concept,,,
-13836,Skin Punches,No,Retired concept,,,
-13835,Cervical Biopsy Punch Forceps,No,Retired concept,,,
-13834,Endodontic Trephines,No,Retired concept,,,
-13833,Lacrimal Sac Trephines,No,Retired concept,,,
-13832,Canalicular Lacrimal Trephines,No,Retired concept,,,
-13831,"Trephines, Corneal",No,Retired concept,,,
-13830,Scleral Trephines,No,Retired concept,,,
-13829,Corneal Button Cutters,No,Retired concept,,,
-13828,Corneal Trephines,No,Retired concept,,,
-13827,"Trephines, Orthopedic",No,Retired concept,,,
-13826,Orthopedic Trephines,No,Retired concept,,,
-13825,Bone Trephines,No,Retired concept,,,
-13824,"Trephines, Bone",No,Retired concept,,,
-13823,Percutaneous Transluminal Angioplasty (PTA) Balloon Catheters,No,Retired concept,,,
-13822,Percutaneous Transluminal Angioplasty (PTA) Catheters,No,Retired concept,,,
-13821,Housekeeping Service Sinks,No,Retired concept,,,
-13820,"Sinks, Utility",No,Retired concept,,,
-13819,Utility Sinks,No,Retired concept,,,
-13818,Decision Support Information Systems,No,Retired concept,,,
-13817,Handwashing Sinks,No,Retired concept,,,
-13816,"Sinks, Clinical",No,Retired concept,,,
-13815,"Punches, Skin",No,Retired concept,,,
-13813,EOGs,No,Retired concept,,,
-13812,Physical Restraints,No,Retired concept,,,
-13811,"Surgical Facility Booms, Ceiling-Mounted, Microscope",No,Retired concept,,,
-13810,"Restraints, Wheelchair, Motor Vehicle",No,Retired concept,,,
-13809,Ultrasonic Orthopedic Cement Extraction Systems,No,Retired concept,,,
-13808,Ultrasonic Orthopedic Cement/Bone Cutting/Extraction Systems,No,Retired concept,,,
-13807,Powered Drilling Orthopedic Cement/Bone Cutting/Extraction Systems,No,Retired concept,,,
-13806,VNGs,No,Retired concept,,,
-13805,Vascular Aneurysm Pressure Measuring Units,No,Retired concept,,,
-13804,"Skin Test Reagents, Allergy",No,Retired concept,,,
-13803,"Allergy Reagents, Skin Test",No,Retired concept,,,
-13802,"Heat Exchange Catheters, Intravascular",No,Retired concept,,,
-13801,Ceiling-Mounted Facility Booms,No,Retired concept,,,
-13800,Wall-Mounted Facility Booms,No,Retired concept,,,
-13797,Radiofrequency Vascular Aneurysm Pressure Measuring Units,No,Retired concept,,,
-13796,Ultrasound Vascular Aneurysm Pressure Measuring Units,No,Retired concept,,,
-13795,"Vascular Aneurysm Pressure Transducers, Implantable",No,Retired concept,,,
-13794,"Vascular Aneurysm Pressure Sensors, Implantable",No,Retired concept,,,
-13793,Vascular Aneurysm Radiofrequency Pressure Transducers,No,Retired concept,,,
-13792,Vascular Aneurysm Ultrasound Pressure Transducers,No,Retired concept,,,
-13791,Manually-Driven Orthopedic Cement Extraction Systems,No,Retired concept,,,
-13790,"Wireless Pressure Sensors, Implantable",No,Retired concept,,,
-13789,"Wireless Physiologic Sensors, Aneurysmal Sac",No,Retired concept,,,
-13788,"Aneurysmal Sac Pressure Sensors, Wireless",No,Retired concept,,,
-13787,Abdominal Aortic Aneurysm (AAA) Pressure Measuring Units,No,Retired concept,,,
-13786,Hypothermia Induction Catheters,No,Retired concept,,,
-13785,Intravascular Hypothermia Induction Systems,No,Retired concept,,,
-13784,Anaerobic Culture Kits,No,Retired concept,,,
-13783,Cement Extraction Systems,No,Retired concept,,,
-13782,Abdominal Aortic Aneurysm (AAA) Pressure Measuring Transducers,No,Retired concept,,,
-13780,Endoscopy Confocal Microscopes,No,Retired concept,,,
-13779,"Microscopes, Scanning Laser, Acoustic",No,Retired concept,,,
-13778,Acoustic Scanning Laser Microscopes,No,Retired concept,,,
-13777,Confocal Microscopes,No,Retired concept,,,
-13776,"Microscope Support Units, Ceiling-Mounted",No,Retired concept,,,
-13775,"Ceiling-Mounted Booms, Surgical Unit",No,Retired concept,,,
-13774,"Surgical Facility Booms, Surgical Unit",No,Retired concept,,,
-13773,Warming Vascular Catheters,No,Retired concept,,,
-13772,Cooling Vascular Catheters,No,Retired concept,,,
-13771,Intravascular Cooling Units,No,Retired concept,,,
-13770,Intravascular Warming Units,No,Retired concept,,,
-13769,Videooculographs,No,Retired concept,,,
-13768,Oculographs,No,Retired concept,,,
-13767,Nystagmographs,No,Retired concept,,,
-13766,Anaerobic Culture Pouches,No,Retired concept,,,
-13765,Anaerobic Culture Packs,No,Retired concept,,,
-13764,Patch Testing Allergy Reagents,No,Retired concept,,,
-13763,Intracutaneous Allergy Reagents,No,Retired concept,,,
-13762,Subcutaneous Allergy Reagents,No,Retired concept,,,
-13761,"Reagents, Skin Test",No,Retired concept,,,
-13760,"Pacemaker Leads, Endocardial",No,Retired concept,,,
-13759,"Pacemaker Leads, Myocardial",No,Retired concept,,,
-13758,"Pacemaker Leads, Epicardial",No,Retired concept,,,
-13757,"Electrodes, Epicardial",No,Retired concept,,,
-13756,Medical Adhesive/Glue Removers,No,Retired concept,,,
-13755,"Pneumocystis Species Reagents, Identification",No,Retired concept,,,
-13754,Pneumocystis Species Detection/Identification Reagents,No,Retired concept,,,
-13753,"Reagents, Pneumocystis jiroveci Identification",No,Retired concept,,,
-13752,"Pneumocystis jiroveci Reagents, Identification",No,Retired concept,,,
-13751,Pneumocystis jiroveci Detection/Identification Reagents,No,Retired concept,,,
-13750,Candida Species Detection/Identification Reagents,No,Retired concept,,,
-13749,"Yeast Reagents, Identification, Manual Test",No,Retired concept,,,
-13748,"Reagents, Microbiology, Fungi/Yeast, Identification, Manual Test",No,Retired concept,,,
-13747,"Reagents, Microbiology, Fungi/Yeast, Identification, Automated Test",No,Retired concept,,,
-13746,"Yeast Reagents, Identification, Automated Test",No,Retired concept,,,
-13745,"Reagents, Microbiology, Parasite, Identification, Pneumocystis carinii",No,Retired concept,,,
-13744,"Reagents, Serology, Fungi/Yeast, Multiple Antibody",No,Retired concept,,,
-13743,Linen Carts,No,Retired concept,,,
-13742,"Inspired Oxygen Modules, Physiologic Monitor",No,Retired concept,,,
-13741,Nasal Droppers,No,Retired concept,,,
-13739,"Brushes, Endoscope Cleaning",No,Retired concept,,,
-13738,"Reagents, Molecular Assay, Infection, Bacteria, Mycobacteria",No,Retired concept,,,
-13737,"Epidural Needles, Protective",No,Retired concept,,,
-13736,"Angioplasty Systems, Radiofrequency, Thermal",No,Retired concept,,,
-13735,Nonpenetrating Towel Clip/Clamps,No,Retired concept,,,
-13734,Penetrating Towel Clip/Clamps,No,Retired concept,,,
-13733,Ventricular Drainage Kits,No,Retired concept,,,
-13732,"Ventricular Drainage/Monitoring Sets, External",No,Retired concept,,,
-13731,Embolization Powders,No,Retired concept,,,
-13730,Sphenoidal Sinus Curettes,No,Retired concept,,,
-13729,IABP (Intra-Aortic Balloon Pump) Catheters,No,Retired concept,,,
-13728,IABPs (Intra-Aortic Balloon Pumps),No,Retired concept,,,
-13727,"Blood Bank Freezers, Plasma",No,Retired concept,,,
-13726,Adenovirus Antibody Detection Reagents,No,Retired concept,,,
-13725,Virus Detection/Identification Reagents,No,Retired concept,,,
-13724,"Nose Clips, Occlusion",No,Retired concept,,,
-13723,Catgut Sutures,No,Retired concept,,,
-13722,Paging Systems,No,Retired concept,,,
-13721,Public Address Communication Systems,No,Retired concept,,,
-13720,"Paging Systems, Public Address",No,Retired concept,,,
-13719,Laboratory Sample/Specimen Concentrators,No,Retired concept,,,
-13718,"Injectors, Pigment",No,Retired concept,,,
-13717,Pigment Injectors,No,Retired concept,,,
-13715,"Sutures, Polyglecaprone",No,Retired concept,,,
-13714,"Telephonic Systems, Hospital Communication",No,Retired concept,,,
-13713,"Telephonic Systems, Wireless, Hospital Communication",No,Retired concept,,,
-13712,"Paging Systems, Hospital Staff",No,Retired concept,,,
-13711,ECG Information Systems,No,Retired concept,,,
-13710,Electrocardiography Information Systems,No,Retired concept,,,
-13709,Integrated Hospital Information Systems (IHIS),No,Retired concept,,,
-13708,Enterprise Resource Planning (ERP) Hospital Information Systems,No,Retired concept,,,
-13707,Master Patient Index (MPI) Hospital Information Systems,No,Retired concept,,,
-13706,Admission/Discharge/Transfer Hospital Information Systems,No,Retired concept,,,
-13705,Financial Information Systems,No,Retired concept,,,
-13704,Financial Data Management Systems,No,Retired concept,,,
-13703,Reimbursement Data Management Systems,No,Retired concept,,,
-13702,Coding/Reimbursement Information Systems,No,Retired concept,,,
-13701,Coding/Reimbursement Data Management Systems,No,Retired concept,,,
-13700,Human Resources Data Management Systems,No,Retired concept,,,
-13699,Scheduling Information Systems,No,Retired concept,,,
-13698,Scheduling Data Management Systems,No,Retired concept,,,
-13697,Health Record Information Systems,No,Retired concept,,,
-13696,Health Record Data Management Systems,No,Retired concept,,,
-13695,Electronic Health Records (EHR) Information Systems,No,Retired concept,,,
-13694,Oncology Information Systems,No,Retired concept,,,
-13693,Oncology Data Management Systems,No,Retired concept,,,
-13692,Cardiology Image Management and Communication Systems (IMACS),No,Retired concept,,,
-13690,Hemodialysis Workstations,No,Retired concept,,,
-13689,Procurement Data Management Systems,No,Retired concept,,,
-13688,Supply Chain Data Management Systems,No,Retired concept,,,
-13687,Beepers,No,Retired concept,,,
-13686,Hemodialysis Treatment Management Modules,No,Retired concept,,,
-13685,Chemotherapy Information Systems,No,Retired concept,,,
-13684,Chemotherapy Data Management Systems,No,Retired concept,,,
-13683,Personnel Benefits Information Systems,No,Retired concept,,,
-13682,Recruiting Information Systems,No,Retired concept,,,
-13681,Payroll Information Systems,No,Retired concept,,,
-13680,Billing Information Systems,No,Retired concept,,,
-13679,Personnel Performance Information Systems,No,Retired concept,,,
-13678,Leasing Information Systems,No,Retired concept,,,
-13677,Accounting Information Systems,No,Retired concept,,,
-13676,Payment Information Systems,No,Retired concept,,,
-13675,"Hospital Information Systems, Patient Transfer",No,Retired concept,,,
-13674,"Hospital Information Systems, Patient Discharge",No,Retired concept,,,
-13673,"Hospital Information Systems, Patient Admission",No,Retired concept,,,
-13672,"Paging Systems, Personal",No,Retired concept,,,
-13671,Pagers,No,Retired concept,,,
-13670,"Nurse Call Systems, Wireless",No,Retired concept,,,
-13669,Wireless Nurse Call Systems,No,Retired concept,,,
-13668,"Nurse Call Systems, Combined Wired/Wireless",No,Retired concept,,,
-13667,Wired/Wireless Combined Nurse Call Systems,No,Retired concept,,,
-13666,Communication Systems,No,Retired concept,,,
-13665,Concentrators,No,Retired concept,,,
-13664,Cryometers,No,Retired concept,,,
-13663,Cryogenic Thermometers,No,Retired concept,,,
-13661,Morgue Refrigerators,No,Retired concept,,,
-13660,Postmortem Refrigerators,No,Retired concept,,,
-13659,Autopsy Refrigerators,No,Retired concept,,,
-13658,"Skin Graft Cutters, Expanded Mesh",No,Retired concept,,,
-13657,"Expanded Mesh Dermatomes, Manual",No,Retired concept,,,
-13656,"Freezers, Blood Plasma",No,Retired concept,,,
-13655,Plasma Freezers,No,Retired concept,,,
-13653,Clinical Laboratory Freezers,No,Retired concept,,,
-13652,Laboratory Freezers,No,Retired concept,,,
-13651,Blood Storage Refrigerators,No,Retired concept,,,
-13650,Explosion-Proof Laboratory Refrigerators,No,Retired concept,,,
-13649,"Refrigerators, Food, Milk Formula",No,Retired concept,,,
-13648,Milk Formula Refrigerators,No,Retired concept,,,
-13647,Infant Formula Refrigerators,No,Retired concept,,,
-13645,"Containers, Cryobiological Storage",No,Retired concept,,,
-13644,Cryogenic Temperature Controllers,No,Retired concept,,,
-13643,Cryogenic Liquid Level Controllers,No,Retired concept,,,
-13642,Pharmacy Refrigerators,No,Retired concept,,,
-13641,Laboratory Refrigerators,No,Retired concept,,,
-13640,Clinical Laboratory Refrigerators,No,Retired concept,,,
-13639,"Chromatography Refrigerators, Laboratory",No,Retired concept,,,
-13638,"Flame-Resistant Mattresses, Bed",No,Retired concept,,,
-13637,"Reagents, Microbiology, Parasite, Identification, Protozoa, Cryptosporidium",No,Retired concept,,,
-13636,"Identification/Security Systems, Patient, Infant",No,Retired concept,,,
-13635,Rotation/Rocking Electric Beds,No,Retired concept,,,
-13634,Identification/Security Systems,No,Retired concept,,,
-13633,"Reagents, Serology, Bacteria, Neisseria gonorrhoeae, Total Antibody",No,Retired concept,,,
-13632,"Reagents, Serology, Parasite, Cysticercosis, Antibody",No,Retired concept,,,
-13630,Leptospira Species Antigen Detection Reagents,No,Retired concept,,,
-13629,Tongue Sticks,No,Retired concept,,,
-13628,Surgical Depressors,No,Retired concept,,,
-13627,"Sclera Depressors, Surgical",No,Retired concept,,,
-13626,"Depressors, Neurosurgical",No,Retired concept,,,
-13625,Neurosurgical Depressors,No,Retired concept,,,
